row.ID;study.ID;continent;taxon;taxon.specific;taxon.arthropod.order;taxon.mammal.group;taxon.forest.generalist;metric;metric.specific;disturbance;disturbance.specific;matrix;distance.p.d;time;effect.direction;p.mean;p.sd;p.n;d.mean;d.sd;d.n;hedges.g*
739;29;SA;b;nectarivores;;;;abu;Average density;sec;Secondary forest;nat;NA;15;p;69.2;16.jan;50;30.sep;05.juli;50;3.147027409
740;29;SA;b;insectivores;;;;abu;Average density;sec;Secondary forest;nat;NA;15;p;32.7;02.aug;50;60.6;06.mars;50;-5.679240525
741;29;SA;b;;;;;ric;Average estimated species richness (9 estimators);sec;Secondary forest;nat;NA;15;p;111;8.831760866;50;132.4444444;7.812027764;50;-2.552313245
742;29;SA;b;forest-interior species;;;f;ric;Average richness;sec;Secondary forest;nat;NA;15;p;34;5;50;39;6;50;-0.898410984
743;29;SA;b;edge-tolerant species;;;g;ric;Average richness;sec;Secondary forest;nat;NA;15;p;68;9;50;73;7;50;-0.615415307
744;29;SA;b;open-land species;;;g;ric;Average richness;sec;Secondary forest;nat;NA;15;p;9;3;50;18;3;50;-2.976982097
745;29;SA;b;frugivores;;;;ric;Average richness;sec;Secondary forest;nat;NA;15;p;15;4;50;19;4;50;-0.992327366
746;29;SA;b;omnivores;;;;ric;Average richness;sec;Secondary forest;nat;NA;15;p;27;5;50;32;5;50;-0.992327366
747;29;SA;b;nectarivores;;;;ric;Average richness;sec;Secondary forest;nat;NA;15;p;13;3;50;13;3;50;0
748;29;SA;b;insectivores;;;;ric;Average richness;sec;Secondary forest;nat;NA;15;p;56;8;50;63;7;50;-0.924120883
749;29;SA;b;;;;;ric;Rarefacted (individual-based) species richness estimates;sec;Secondary forest;nat;NA;15;p;82;3;50;110;3;50;-9.26172208
750;29;SA;b;;;;;ric;Rarefacted (sample-based) species richness estimates;sec;Secondary forest;nat;NA;15;p;80;5;50;107;4;50;-5.91754817
751;30;AS;b;;;;;abu;Mean abundance;shd;Shade coffee and cardamom plantations;nat;NA;NA;p;22.juli;2.487006232;7;15.aug;3.625244819;6;2.09938172
752;30;AS;b;rainforest species;;;f;abu;Mean abundance;shd;Shade coffee and cardamom plantations;nat;NA;NA;p;20.mars;3.624679296;7;11.jan;5.14392846;6;1.953443873
753;30;AS;b;open-forest species;;;g;abu;Mean abundance;shd;Shade coffee and cardamom plantations;nat;NA;NA;d;02.mai;2.434091206;7;04.juli;2.180045871;6;0.88133295
754;30;AS;b;endemic species;;;;abu;Mean abundance;shd;Shade coffee and cardamom plantations;nat;NA;NA;p;02.apr;1.137673064;7;0.9;1.053280589;6;1.268365538
755;30;AS;b;priority species;;;;abu;Mean abundance;shd;Shade coffee and cardamom plantations;nat;NA;NA;p;05.aug;1.53453576;7;03.mars;1.910601999;6;1.355451867
756;30;AS;b;rainforest migrants;;;f;abu;Mean abundance;shd;Shade coffee and cardamom plantations;nat;NA;NA;p;02.apr;0.42332021;7;01.juni;0.489897949;6;1.636319385
757;30;AS;b;all migrants;;;;abu;Mean abundance;shd;Shade coffee and cardamom plantations;nat;NA;NA;p;03.jan;0.76726788;7;02.aug;1.151260179;6;0.290388476
758;30;AS;b;;;;;ric;Rarefied species richness;shd;Shade coffee and cardamom plantations;nat;NA;NA;p;38.6;4.471319716;7;28.jan;8.401749818;6;1.489673359
759;30;AS;b;;;;;ric;Species richness;shd;Shade coffee and cardamom plantations;nat;NA;NA;p;28.juni;2.566378772;7;21.feb;5.315392742;6;1.698003736
760;30;AS;b;rainforest species;;;f;ric;Species richness;shd;Shade coffee and cardamom plantations;nat;NA;NA;p;24.juli;2.619293798;7;14;5.168423357;6;2.497418919
761;30;AS;b;open-forest species;;;g;ric;Species richness;shd;Shade coffee and cardamom plantations;nat;NA;NA;d;03.sep;3.624679296;7;07.feb;3.42928564;6;0.86785182
762;30;AS;b;endemic species;;;;ric;Species richness;shd;Shade coffee and cardamom plantations;nat;NA;NA;p;5;0.820182906;7;03.feb;1.592168333;6;1.358490373
763;30;AS;b;priority species;;;;ric;Species richness;shd;Shade coffee and cardamom plantations;nat;NA;NA;p;11.sep;2.407633693;7;08.aug;4.213122358;6;0.860517059
764;30;AS;b;rainforest migrants;;;f;ric;Species richness;shd;Shade coffee and cardamom plantations;nat;NA;NA;p;05.apr;1.402248195;7;5;0.636867333;6;0.331896547
765;30;AS;b;all migrants;;;;ric;Species richness;shd;Shade coffee and cardamom plantations;nat;NA;NA;d;07.apr;1.825568405;7;08.mars;1.200249974;6;0.532417501
766;31;AS;b;avian predators;;;;abu;Mean abundance of potential avian predators;sec;Secondary forest;dis;NA;NA;d;0.22;0.042426407;2;0.445;0.007071068;2;4.227402515
767;31;AS;m;small mammals;;s;;abu;Mean abundance of small mammals;sec;Secondary forest;dis;NA;NA;d;0.835;0.28991378;2;0.85;0.311126984;2;0.028504206
768;32;SA;p;herbs;;;;abu;Mean number of individuals in 4 x 10^-3 ha;sec;Secondary forest;nat;NA;20;p;402;189.5046174;2;509.5;111.0157646;2;-0.395546476
769;32;SA;p;trees;;;;abu;Mean number of individuals/ha (>10 cm dbh);sec;Secondary forest;nat;NA;20;p;523;38.18376618;2;592.5;91.21677477;2;-0.56797031
770;32;SA;p;trees;;;;for;Mean canopy height (m);sec;Secondary forest;nat;NA;20;p;32.5;3.535533906;2;18.75;1.767766953;2;2.811056886
771;32;SA;p;trees;;;;for;Mean diameter of trees (>10 cm dbh);sec;Secondary forest;nat;NA;20;p;23.juni;0;2;19.sep;1.555634919;2;1.922077922
772;32;SA;p;trees;;;;for;Mean number of individuals/.1 ha (<10 cm dbh);sec;Secondary forest;nat;NA;20;p;620;135.764502;2;730;197.9898987;2;-0.370286423
773;32;SA;p;herbs;;;;ric;Mean number of families in 4 x 10^-3 ha;sec;Secondary forest;nat;NA;20;p;32.75;3.181980515;2;39.75;1.767766953;2;-1.55405738
774;32;SA;p;trees;;;;ric;Mean number of families/.1 ha (<10 cm dbh);sec;Secondary forest;nat;NA;20;p;45.5;4.949747468;2;55;2.828427125;2;-1.346662833
775;32;SA;p;;;;;ric;Mean number of families/ha;sec;Secondary forest;nat;NA;20;p;57.25;4.596194078;2;64.25;1.060660172;2;-1.199250702
776;32;SA;p;trees;;;;ric;Mean number of families/ha (>10 cm dbh);sec;Secondary forest;nat;NA;20;p;38.5;1.414213562;2;36.5;2.121320344;2;0.633943081
777;32;SA;p;lianas;;;;ric;Mean number of liana species (<10 cm dbh);sec;Secondary forest;nat;NA;20;p;29;2.828427125;2;40.5;3.535533906;2;-2.052569442
778;32;SA;p;lianas;;;;ric;Mean number of liana species (>10 cm dbh);sec;Secondary forest;nat;NA;20;p;09.mai;0.707106781;2;5;0;2;5.142857144
779;32;SA;p;shrubs, small trees;;;;ric;Mean number of shrub/small tree species (<10 cm dbh);sec;Secondary forest;nat;NA;20;p;27;0;2;51;7.071067812;2;-2.742857143
780;32;SA;p;herbs;;;;ric;Mean number of species in 4 x 10^-3 ha;sec;Secondary forest;nat;NA;20;p;59.75;10.25304833;2;70.5;7.778174593;2;-0.675029057
781;32;SA;p;;;;;ric;Mean number of species only found in herb layer;sec;Secondary forest;nat;NA;20;p;14.mai;3.535533906;2;22.mai;3.535533906;2;-1.292995257
782;32;SA;p;trees;;;;ric;Mean number of species/.1 ha (<10 cm dbh);sec;Secondary forest;nat;NA;20;p;89.5;2.121320344;2;138;1.414213562;2;-15.37311972
783;32;SA;p;;;;;ric;Mean number of species/ha;sec;Secondary forest;nat;NA;20;p;164.5;4.949747468;2;200.5;4.949747468;2;-4.156056184
784;32;SA;p;trees;;;;ric;Mean number of species/ha (>10 cm dbh);sec;Secondary forest;nat;NA;20;p;93.5;1.414213562;2;86.5;12.02081528;2;0.46736499
785;32;SA;p;trees;;;;ric;Mean number of tree species (>10 cm dbh);sec;Secondary forest;nat;NA;20;p;84.25;2.474873734;2;81.5;12.02081528;2;0.181076092
786;32;SA;p;herbs;;;;ric;Mean number of true herb species;sec;Secondary forest;nat;NA;20;p;1;1.414213562;2;04.mai;0.707106781;2;-1.788854382
787;33;AS;a;butterflies;l;;;ric;Mean number of endemic species per site;sec;Young secondary forest (one tree layer, 5 m height);nat;NA;5;p;sep.34;0.97;4;mars.92;0.64;8;6.63261614
788;33;AS;a;butterflies;l;;;ric;Mean number of endemic species per site;sec;Intermediate secondary forest (no clear differentiation between understorey and canopy layer);nat;NA;15;p;sep.34;0.97;4;mai.98;0.61;8;4.209991858
789;33;AS;a;butterflies;l;;;ric;Mean number of endemic species per site;sec;Old secondary forest (vertical stratification into canopy of 15-20 m height);nat;NA;30;p;sep.34;0.97;4;mai.81;0.7;8;4.120774061
790;33;AS;a;butterflies;l;;;ric;Mean number of non-endemic species per site;sec;Young secondary forest (one tree layer, 5 m height);nat;NA;5;p;mai.56;0.76;4;mars.53;0.55;8;3.019858869
791;33;AS;a;butterflies;l;;;ric;Mean number of non-endemic species per site;sec;Intermediate secondary forest (no clear differentiation between understorey and canopy layer);nat;NA;15;p;mai.56;0.76;4;apr.65;0.57;8;1.326979445
792;33;AS;a;butterflies;l;;;ric;Mean number of non-endemic species per site;sec;Old secondary forest (vertical stratification into canopy of 15-20 m height);nat;NA;30;p;mai.56;0.76;4;04.mars;0.55;8;2.276051266
793;33;AS;a;butterflies;l;;;ric;Mean species richness per site;sec;Young secondary forest (one tree layer, 5 m height);nat;NA;5;p;15.35;0.96;4;07.aug;0.63;8;9.360703487
794;33;AS;a;butterflies;l;;;ric;Mean species richness per site;sec;Intermediate secondary forest (no clear differentiation between understorey and canopy layer);nat;NA;15;p;15.35;0.96;4;11.mars;0.65;8;5.271525713
795;33;AS;a;butterflies;l;;;ric;Mean species richness per site;sec;Old secondary forest (vertical stratification into canopy of 15-20 m height);nat;NA;30;p;15.35;0.96;4;okt.41;0.63;8;6.124751686
796;33;AS;p;;;;;for;Mean percentage of shaded ground vegetation;sec;Young secondary forest (one tree layer, 5 m height);nat;NA;5;p;66.99;feb.18;4;51.97;01.mai;8;8.003779029
797;33;AS;p;;;;;for;Mean percentage of shaded ground vegetation;sec;Intermediate secondary forest (no clear differentiation between understorey and canopy layer);nat;NA;15;p;66.99;feb.18;4;57.62;jan.29;8;5.373758465
798;33;AS;p;;;;;for;Mean percentage of shaded ground vegetation;sec;Old secondary forest (vertical stratification into canopy of 15-20 m height);nat;NA;30;p;66.99;feb.18;4;63.16;jan.35;8;2.150981094
799;33;AS;p;;;;;ric;Mean species richness per site;sec;Young secondary forest (one tree layer, 5 m height);nat;NA;5;p;20.71;apr.22;4;22.aug;03.feb;8;-0.545439391
800;33;AS;p;;;;;ric;Mean species richness per site;sec;Intermediate secondary forest (no clear differentiation between understorey and canopy layer);nat;NA;15;p;20.71;apr.22;4;32.31;feb.81;8;-3.247770301
801;33;AS;p;;;;;ric;Mean species richness per site;sec;Old secondary forest (vertical stratification into canopy of 15-20 m height);nat;NA;30;p;20.71;apr.22;4;40.26;03.mai;8;-5.241399321
802;34;SA;p;trees;;;;for;Mean density per 100 ha (>20 cm);sel;Selectively logged forest (mahogany);nat;NA;3;p;08.juni;10.18233765;2;63.13333333;55.52353855;3;-0.867574449
803;34;SA;p;trees;;;;for;Mean density per 100 ha (>45 cm);sel;Selectively logged forest (mahogany);nat;NA;3;p;06.jan;7.212489168;2;39.66666667;30.33188641;3;-0.972070868
804;34;SA;p;trees;;;;for;Mean density per 100 ha (>60 cm);sel;Selectively logged forest (mahogany);nat;NA;3;p;apr.55;5.303300859;2;24;17.25311566;3;-0.981231532
805;34;SA;p;trees;;;;for;Mean median diameter (cm);sel;Selectively logged forest (mahogany);nat;NA;3;p;66.2;2.545584412;2;71.6;30.34320352;3;-0.158238609
806;34;SA;p;trees;;;;for;Percent trees >60 cm;sel;Selectively logged forest (mahogany);nat;NA;3;p;55;2.969848481;2;54.26666667;28.401115;3;0.022936387
807;34;SA;p;trees;;;;for;Volume (m^3/100 ha, >20 cm);sel;Selectively logged forest (mahogany);nat;NA;3;p;50.3;47.5175757;2;196.2333333;113.5817474;3;-1.097418068
808;34;SA;p;trees;;;;for;Volume (m^3/100 ha, >45 cm);sel;Selectively logged forest (mahogany);nat;NA;3;p;48.6;45.53767671;2;177.7666667;104.9182698;3;-1.048324391
809;34;SA;p;trees;;;;for;Volume (m^3/100 ha, >60 cm);sel;Selectively logged forest (mahogany);nat;NA;3;p;45.35;41.79001077;2;145.6666667;95.60629338;3;-0.892929783
810;34;SA;p;trees;;;;for;Volume (m^3/tree with 60 cm, >60 cm);sel;Selectively logged forest (mahogany);nat;NA;3;p;14.apr;7.636753237;2;7.833333333;4.42756517;3;0.837608759
811;35;SA;m;;;u;;abu;Mean relative abundance (number of individuals per 100 station nights);sel;Selectively logged forest (mahogany);nat;NA;NA;p;0.1105;0.053033009;2;0.1115;0.051618795;2;-0.010919571
812;35;SA;m;;;u;;abu;Mean relative abundance (number of individuals per 100 station nights);sel;Selectively logged forest (mahogany);nat;NA;NA;p;0.5555;0.366988419;2;0.2945;0.211424928;2;0.497999878
813;35;SA;m;;;u;;abu;Mean relative abundance (number of individuals per 100 station nights);sel;Selectively logged forest (mahogany);nat;NA;NA;p;0.9265;0.471640223;2;1.673;1.210566809;2;-0.464334852
814;35;SA;m;;;u;;abu;Mean relative abundance (number of individuals per 100 station nights);sel;Selectively logged forest (mahogany);nat;NA;NA;p;0;0;2;0.259;0.260215295;2;-0.804347828
815;35;SA;m;;;u;;abu;Mean relative abundance (number of individuals per 100 station nights);sel;Selectively logged forest (mahogany);nat;NA;NA;p;jan.25;0.156270599;2;1.926;0.840042856;2;0.034520801
816;35;SA;m;;;u;;abu;Mean relative abundance (number of individuals per 100 station nights);sel;Selectively logged forest (mahogany);nat;NA;NA;p;0.222;0.209303607;2;0.4635;0.338704148;2;-0.490162869
817;35;SA;m;;;u;;abu;Mean relative abundance (number of individuals per 100 station nights);sel;Selectively logged forest (mahogany);nat;NA;NA;p;0.2965;0.10535891;2;0.2785;0.289206674;2;0.047258559
818;35;SA;m;;;u;;abu;Mean relative abundance (number of individuals per 100 station nights);sel;Selectively logged forest (mahogany);nat;NA;NA;p;0.222;0;2;jan.15;1.651094334;2;-0.498990517
819;35;SA;m;;;u;;abu;Mean relative abundance (number of individuals per 100 station nights);sel;Selectively logged forest (mahogany);nat;NA;NA;p;0.111;0.052325902;2;0.649;0.39315137;2;-1.096191881
820;35;SA;m;;;u;;abu;Mean relative abundance (number of individuals per 100 station nights);sel;Selectively logged forest (mahogany);nat;NA;NA;p;1.148;0.366281313;2;feb.85;2.260620379;2;-0.47303031
821;35;SA;m;Oligoryzomys spp.;;s;;abu;Mean relative abundance (number of individuals per 100 station nights);sel;Selectively logged forest (mahogany);nat;NA;NA;p;0;0;2;0.149;0.210717821;2;-0.571428571
822;35;SA;m;;;u;;abu;Mean relative abundance (number of individuals per 100 station nights);sel;Selectively logged forest (mahogany);nat;NA;NA;p;mars.75;1.883025358;2;2.319;0.653366666;2;0.530529202
823;35;SA;m;;;u;;abu;Mean relative abundance (number of individuals per 100 station nights);sel;Selectively logged forest (mahogany);nat;NA;NA;p;jan.95;0.733269732;2;jan.85;0.706399674;2;0.278586879
824;35;SA;m;;;u;;abu;Mean relative abundance (number of individuals per 100 station nights);sel;Selectively logged forest (mahogany);nat;NA;NA;p;0.4075;0.366988419;2;0.6445;0.490024999;2;-0.312840238
825;35;SA;m;;;u;;abu;Mean relative abundance (number of individuals per 100 station nights);sel;Selectively logged forest (mahogany);nat;NA;NA;p;0.2585;0.260922402;2;0.1105;0.051618795;2;0.449666765
826;35;SA;m;;;u;;abu;Mean relative abundance (number of individuals per 100 station nights);sel;Selectively logged forest (mahogany);nat;NA;NA;p;0.9625;0.10535891;2;0.817;0.630739249;2;0.183871377
827;35;SA;m;;;u;;abu;Mean relative abundance (number of individuals per 100 station nights);sel;Selectively logged forest (mahogany);nat;NA;NA;p;0.333;0.156977705;2;0.8545;0.263750829;2;-1.37306415
828;35;SA;m;;;u;;abu;Mean relative abundance (number of individuals per 100 station nights);sel;Selectively logged forest (mahogany);nat;NA;NA;p;0.222;0.313955411;2;0.947;0.711349422;2;-0.753504608
829;35;SA;p;herbs;;;;abu;Mean number of herbaceous stems;sel;Selectively logged forest (mahogany);nat;NA;NA;p;435.1;15.55634919;2;669.75;305.1165761;2;-0.620680314
830;35;SA;p;trees;;;;abu;Mean number of trees;sel;Selectively logged forest (mahogany);nat;NA;NA;p;179.85;23.40523446;2;158.15;14.91995308;2;0.631794335
831;35;SA;p;vines;;;;abu;Mean number of vines;sel;Selectively logged forest (mahogany);nat;NA;NA;p;180.6;58.68986284;2;250.8;34.50681092;2;-0.833256836
832;35;SA;p;vines;;;;abu;Mean number of vines per tree;sel;Selectively logged forest (mahogany);nat;NA;NA;p;mai.25;1.343502884;2;sep.15;0.353553391;2;-2.268625982
833;35;SA;p;fruiting trees;;;;dem;Mean number of fruiting trees;sel;Selectively logged forest (mahogany);nat;NA;NA;p;01.jan;0.268700577;2;jan.54;0.664680374;2;-0.59740831
834;35;SA;p;;;;;for;Basal area (m^2/ha);sel;Selectively logged forest (mahogany);nat;NA;NA;p;24.45;0.070710678;2;24.95;5.444722215;2;-0.074205245
835;35;SA;p;;;;;for;Litter depth (mm);sel;Selectively logged forest (mahogany);nat;NA;NA;p;67.65;4.313351365;2;78.7;4.101219331;2;-1.500321379
836;35;SA;p;;;;;for;Ratio of woody:herbaceous stems;sel;Selectively logged forest (mahogany);nat;NA;NA;p;0.355;0.035355339;2;0.415;0.28991378;2;-0.166017429
837;35;SA;p;;;;;for;Understory openness;sel;Selectively logged forest (mahogany);nat;NA;NA;p;09.mai;2.61629509;2;mai.25;0.636396103;2;1.14049016
838;35;SA;a;insects;;;;abu;Mean insect biomass;sel;Selectively logged forest (mahogany);nat;NA;NA;p;0.165;0.007071068;2;0.2;0.028284271;2;-0.970142507
839;36;CA;p;;;;;abu;Tree density (/ha);sec;Old roadfill;nat;0.5;35;p;11257;3737.765643;12;3148;2241;9;2.437110355
840;36;CA;p;;;;;abu;Woody biomass (mg/ha);sec;Old roadfill;nat;0.5;35;p;91.67;40.35678382;12;feb.17;jan.56;9;2.796548335
841;36;CA;p;;;;;dem;Seedling density (/ha);sec;Old roadfill;nat;0.5;35;d;34014;14563.08319;12;4185;3501;9;-2.531609003
842;36;CA;p;;;;;for;Basal area (m^2/ha);sec;Old roadfill;nat;0.5;35;p;37.56;13.33679122;12;02.juli;jan.38;9;3.344429373
843;36;CA;p;;;;;ric;Mean number of species per m^2;sec;New roadfill;nat;0.5;0.5;p;12.mars;3.013768405;12;11.feb;1.050951949;5;0.298715413
844;36;CA;p;;;;;ric;Mean number of species per m^2;sec;Old roadfill;nat;0.5;35;p;12.mars;3.013768405;12;09.mars;0.72;9;1.230641485
845;36;CA;p;trees;;;;ric;Mean number of species per m^2;sec;New roadfill;nat;0.5;0.5;p;apr.86;0.519615242;12;0.17;0.156524758;5;9.842984704
846;36;CA;p;trees;;;;ric;Mean number of species per m^2;sec;Old roadfill;nat;0.5;35;p;apr.86;0.519615242;12;0.77;0.27;9;9.079491262
847;36;CA;p;monocots;;;;ric;Mean number of species per m^2;sec;New roadfill;nat;0.5;0.5;p;0.76;0.207846097;12;04.jan;0.626099034;5;-8.589594688
848;36;CA;p;monocots;;;;ric;Mean number of species per m^2;sec;Old roadfill;nat;0.5;35;p;0.76;0.207846097;12;03.juli;0.33;9;-8.330536314
849;37;AS;b;;;;;abu;Mean abundance (number of individuals recorded);oth;Disturbed forest (biomass extracted);nat;2;NA;p;150.24;50.82;4;118.03;32.21079012;6;0.723497807
850;37;AS;b;;;;;ric;Mean cumulative number of species recorded;oth;Disturbed forest (biomass extracted);nat;2;NA;p;32.99;06.apr;4;25.73;4.923474383;6;1.187159809
851;37;AS;p;trees;;;;abu;Mean number of trees;oth;Disturbed forest (biomass extracted);nat;2;NA;p;17;2.708012802;4;13.16666667;6.112828042;6;0.677669603
852;37;AS;p;trees;;;;for;Mean basal area (m^2/ha);oth;Disturbed forest (biomass extracted);nat;2;NA;p;1.655;0.475990196;4;0.705;0.401335271;6;1.991564601
853;37;AS;p;trees;;;;for;Mean canopy cover (%);oth;Disturbed forest (biomass extracted);nat;2;NA;p;50.8325;8.896940954;4;9.863333333;7.499617768;6;4.595633192
854;37;AS;p;trees;;;;for;Mean diversity of tree heights;oth;Disturbed forest (biomass extracted);nat;2;NA;p;01.mars;0.175309251;4;0.771666667;0.323321306;6;0.841638157
855;37;AS;p;trees;;;;for;Mean tree height;oth;Disturbed forest (biomass extracted);nat;2;NA;p;juli.75;0.603123813;4;5.173333333;1.006810144;6;2.742370777
856;37;AS;p;trees;;;;ric;Mean cumulative number of tree species;oth;Disturbed forest (biomass extracted);nat;2;NA;p;04.mai;1.290994449;4;04.mai;1.516575089;6;0
857;38;CA;p;;;;;abu;Mean stem density;pla;Non-timber forest product (NTFP) plantation;nat;NA;0;p;2480.74;285.05;4;200.31;208.01;4;7.947150687
858;38;CA;p;;;;;abu;Mean stem density;pla;Non-timber forest product (NTFP) plantation;nat;NA;0;p;30.82;84.74;4;2873.65;1533.08;4;-2.276883452
859;38;CA;p;tree;;;;abu;Mean stem density;pla;Non-timber forest product (NTFP) plantation;nat;NA;0;p;188.87;131.9;4;203.85;170.88;4;-0.085338945
860;38;CA;p;tree;;;;abu;Mean stem density;pla;Non-timber forest product (NTFP) plantation;nat;NA;0;p;161.88;290.8;4;20.98;29.98;4;0.592704145
861;38;CA;p;tree;;;;abu;Mean stem density;pla;Non-timber forest product (NTFP) plantation;nat;NA;0;p;26.98;23.98;4;20.98;23.99;4;0.217527254
862;38;CA;p;tree;;;;abu;Mean stem density;pla;Non-timber forest product (NTFP) plantation;nat;NA;0;p;422.7;179.87;4;518.63;287.79;4;-0.347608221
863;38;CA;p;tree;;;;abu;Mean stem density;pla;Non-timber forest product (NTFP) plantation;nat;NA;0;p;167.88;227.84;4;167.88;206.85;4;0
