row.ID;study.ID;continent;taxon;taxon.specific;taxon.arthropod.order;taxon.mammal.group;taxon.forest.generalist;metric;metric.specific;disturbance;disturbance.specific;matrix;distance.p.d;time;effect.direction;p.mean;p.sd;p.n;d.mean;d.sd;d.n;hedges.g*
1705;100;AS;p;;;;;abu;Density of trees (indiv/plot);bur;Burned once (1997/98) 3 plots;nat;2;3;p;297.5;44.4;4;174.7;48.2;3;2.250123091
1706;100;AS;p;;;;;abu;Density of trees (indiv/plot);bur;Burned twice (1982/83 and 1997/98) 3 plots;nat;12;3;p;297.5;44.4;4;229.7;19.sep;3;1.55899982
1707;100;AS;p;;;;;com;Percent pioneer species (of total);bur;Burned once (1997/98) 3 plots;nat;2;3;d;2;0.3;4;18.mars;07.jan;3;3.052705365
1708;100;AS;p;;;;;com;Percent pioneer species (of total);bur;Burned twice (1982/83 and 1997/98) 3 plots;nat;12;3;d;2;0.3;4;39.4;14.jan;3;3.530542745
1709;100;AS;p;;;;;ric;Mean species richness of climax sp (per plot);bur;Burned once (1997/98) 3 plots;nat;2;3;p;137;06.mars;4;64.7;02.mars;3;11.95648217
1710;100;AS;p;;;;;ric;Mean species richness of climax sp (per plot);bur;Burned twice (1982/83 and 1997/98) 3 plots;nat;12;3;p;137;06.mars;4;38.3;16.aug;3;7.108588796
1711;100;AS;p;;;;;ric;Mean species richness of pioneer sp (per plot);bur;Burned once (1997/98) 3 plots;nat;2;3;d;02.aug;0.5;4;15;7;3;2.311759561
1712;100;AS;p;;;;;ric;Mean species richness of pioneer sp (per plot);bur;Burned twice (1982/83 and 1997/98) 3 plots;nat;12;3;d;02.aug;0.5;4;22.juli;02.mai;3;10.29429291
1713;100;AS;p;;;;;ric;Mean species richness of trees (per plot);bur;Burned once (1997/98) 3 plots;nat;2;3;p;139.8;06.aug;4;79.7;09.mars;3;6.409991516
1714;100;AS;p;;;;;ric;Mean species richness of trees (per plot);bur;Burned twice (1982/83 and 1997/98) 3 plots;nat;12;3;p;139.8;06.aug;4;61;15.mai;3;5.962866879
1715;101;AS;b;;;;;abu;Mean no. of individuals per plot;bur;"Burned once (1997/98) 2 sites; 23 plots";nat;3;3;p;64.1;11.juli;3;65.3;12.feb;2;-0.07352993
1716;101;AS;b;;;;;abu;Mean no. of individuals per plot;bur;"Burned twice (1982/83 and 1997/98) 3 sites; 23 plots";nat;06.juli;3;p;64.1;11.juli;3;68.7;08.mai;3;-0.359868857
1717;101;AS;b;;;;;ric;Mean species richness per plot;bur;"Burned once (1997/98) 2 sites; 23 plots";nat;3;3;p;42.4;06.sep;3;39;06.mars;2;0.36873535
1718;101;AS;b;;;;;ric;Mean species richness per plot;bur;"Burned twice (1982/83 and 1997/98) 3 sites; 23 plots";nat;06.juli;3;p;42.4;06.sep;3;40;06.feb;3;0.292712177
1719;102;AS;a;Lepidoptera;l;;;ric;rarefied species richness at 1000 individuals;sel;selectively logged forest;nat;02.jan;5;p;370;81.61699823;6;353;44.34973732;2;0.192797763
1720;103;AS;a;Lepidoptera;l;;;ric;mean species richness in each site;dis;open areas;NA;4;NA;p;66.75;juli.18;4;36;09.sep;2;3.095213914
1721;103;AS;a;Lepidoptera;l;;;ric;mean species richness in each site;sel;logging;nat;04.apr;6;p;66.75;juli.18;4;78.5;18.66;4;-0.722706356
1722;104;AS;p;;;;;abu;Above-ground biomass (t);sec;old secondary forest 55 years of successsion;nat;0.25;55;p;89.6;11.43153533;3;66;23.55589098;3;1.019751265
1723;104;AS;p;;;;;dem;Mortality (%);sec;old secondary forest 55 years of successsion;nat;0.25;55;d;0.88;1.212435565;3;feb.37;0.796743371;3;1.161945707
1724;104;AS;p;;;;;dem;Recruitment (%);sec;old secondary forest 55 years of successsion;nat;0.25;55;d;0.67;0.051961524;3;0.74;0.08660254;3;0.78415685
1725;104;AS;p;;;;;dem;"Turnover (mean of mortality and recruitment rates; %)";sec;old secondary forest 55 years of successsion;nat;0.25;55;d;0.78;0.623538291;3;jan.55;0.433012702;3;1.147549426
1726;104;AS;p;;;;;for;Basal area >10cm dbh (m2/ha);sec;old secondary forest 55 years of successsion;nat;0.25;55;p;juli.83;0.81406388;3;juni.43;1.853294364;3;0.782490077
1727;104;AS;p;;;;;for;Stem density;sec;old secondary forest 55 years of successsion;nat;0.25;55;p;149;13.85640646;3;134;19.05255888;3;0.72036027
1728;104;AS;p;;;;;ric;Number of families;sec;old secondary forest 55 years of successsion;nat;0.25;55;p;30;1.558845727;3;26;2.598076211;3;1.49363209
1729;104;AS;p;;;;;ric;Number of species;sec;old secondary forest 55 years of successsion;nat;0.25;55;p;85;3.290896534;3;55;13.16358614;3;2.501425371
1730;104;AS;p;;;;;ric;Species: stem ratio;sec;old secondary forest 55 years of successsion;nat;0.25;55;p;0.57;0.034641016;3;0.41;0.051961524;3;2.89862922
1731;105;AS;a;Lepidoptera;l;;;ric;Average observed species richness;bur;burned forests (82/83, 97/98 and slash-and-burn);nat;13;2;p;229.7;19.42506972;3;109.33;39.07506622;3;3.120812192
1732;105;AS;a;Lepidoptera;l;;;ric;Average species richness estimate Chao2;bur;burned forests (82/83, 97/98 and slash-and-burn);nat;13;2;p;318.33;27.61038451;3;142.33;61.43584214;3;2.956295292
1733;105;AS;a;Lepidoptera;l;;;ric;Average species richness estimate ICE;bur;burned forests (82/83, 97/98 and slash-and-burn);nat;13;2;p;325.67;24.82606157;3;144.67;61.74761129;3;3.076987811
1734;105;AS;a;Lepidoptera;l;;;ric;Rarefied species richness at 1400 individuals;bur;burned forests (82/83, 97/98 and slash-and-burn);nat;13;2;p;174;13.07669683;3;81.67;26.56965939;3;3.52745268
1735;106;AS;a;Lepidoptera;l;;;abu;Mean relative abundance of endemics;bur;burned forests (82/83, 97/98 and slash-and-burn);nat;13;2;p;48.4;6.75499815;3;18.juni;6.062177826;3;3.714585466
1736;106;AS;a;Lepidoptera;l;;;ric;Mean species richness of species with moderate distribution (n=750 idividuals);bur;burned forests (82/83, 97/98 and slash-and-burn);nat;13;2;p;74.3;8.487048957;3;37.5;22.86307066;3;1.707204623
1737;106;AS;a;Lepidoptera;l;;;ric;Mean species richness of species with wide distribution (n=120 idividuals);bur;burned forests (82/83, 97/98 and slash-and-burn);nat;13;2;p;32.8;6.92820323;3;21.sep;9.699484522;3;1.034582215
1738;106;AS;a;Lepidoptera;l;;;ric;Mean species richness Sundaic endemics (n=250 idividuals);bur;burned forests (82/83, 97/98 and slash-and-burn);nat;13;2;p;51.4;7.447818473;3;16.aug;18.0133284;3;2.008250386
1739;106;AS;a;Lepidoptera;l;;;abu;Relative abundance of endemics;sel;logged primary continuous (2) and isolate (2) forests;nat;7;4;p;55.3;5.888972746;3;45.2;6.235382907;3;1.332310646
1740;107;AS;a;Lepidoptera;l;;;ric;Mean rarefied species richness (n = 200 indiv per plot);bur;burned forests ;nat;0.1;NA;p;41;20.3689175;3;38.1;16.295134;3;0.12578044
1741;107;AS;p;Trees;;;;abu;Mean density of trees ;bur;burned forests ;nat;0.1;NA;p;283;82.49411586;3;109.5;153.4458451;3;1.126726815
1742;107;AS;p;Saplings;;;;dem;Mean density of saplings (> 1.5m  < 8 cm dbh);bur;burned forests ;nat;0.1;NA;d;187.1;112.3685282;3;04.aug;14.93720616;3;-1.819463567
1743;107;AS;p;Seedlings;;;;dem;Mean density of seedlings (woody plants < 1.5m);bur;burned forests ;nat;0.1;NA;d;75.8;59.74882466;3;29.jan;26.47959275;3;-0.808448685
1744;107;AS;p;Seedlings;;;;ric;Mean rarefied species richness seedlings (n = 16 indiv per plot);bur;burned forests ;nat;0.1;NA;p;10.juni;3.055337625;3;07.feb;4.413265458;3;0.716633653
1745;107;AS;p;Trees;;;;ric;Mean rarefied species richness trees (n = 36 indiv per plot);bur;burned forests ;nat;0.1;NA;p;26.sep;4.073783499;3;24;15.61617008;3;0.203297512
1746;108;AS;m;HoseÕs Leaf Monkey;;p;;abu;mean group densities per km2;sec;young secondary forests;nat;NA;NA;p;02.mars;0.1;4;0.8;0.1;3;12.63157895
1747;108;AS;m;HoseÕs Leaf Monkey;;p;;abu;mean individuals per km2;sec;young secondary forests;nat;NA;NA;p;18.sep;22.juli;4;05.mai;05.feb;3;0.630816402
1748;108;AS;m;HoseÕs Leaf Monkey;;p;;dem;mean group size;sec;secondary forests;nat;NA;NA;p;08.mars;05.aug;4;07.feb;2.078460969;3;0.197887361
1749;109;AS;a;Coleoptera;c;;;abu;abundance (mean);pla;plantation;nat;NA;NA;p;05.aug;juni.46;5;50.5;sep.19;2;-5.308739152
1750;109;AS;a;Coleoptera;c;;;abu;abundance (mean);sel;logged;nat;NA;NA;p;05.aug;juni.46;5;16.mai;okt.47;4;-1.130138807
1751;110;AS;a;Coleoptera;c;;;ric;species richness (using pitfall traps);pla;plantation;nat;NA;NA;p;44.2;03.sep;5;29;mai.66;2;2.969915928
1752;110;AS;a;Coleoptera;c;;;ric;species richness (using pitfall traps);sel;logged;nat;NA;NA;p;44.2;03.sep;5;45.67;juli.77;3;-0.232356153
1753;111;AS;a;Isoptera;;;;abu;abundance (per sq m);sel;selectively logged old;nat;10;17;p;1511;566;3;1761;573;3;-0.351178618
1754;111;AS;a;Isoptera;;;;abu;abundance (per sq m);sel;selectively logged young;nat;5;3;p;1511;566;3;886;383;3;1.034679009
1755;111;AS;a;Isoptera;;;;abu;biomass (g/sq m);sel;selectively logged old;nat;10;17;p;mars.49;01.feb;3;apr.71;feb.14;3;-0.582232787
1756;111;AS;a;Isoptera;;;;abu;biomass (g/sq m);sel;selectively logged young;nat;5;3;p;mars.49;01.feb;3;02.juli;jan.31;3;0.538335572
1757;111;AS;a;Isoptera;;;;ric;species richness;sel;selectively logged old;nat;10;17;p;29;2;3;28;02.aug;3;0.328797975
1758;111;AS;a;Isoptera;;;;ric;species richness;sel;selectively logged young;nat;5;3;p;29;2;3;26;07.mai;3;0.437268018
1759;111;AS;a;Isoptera;;;;ric;species richness (by another sampling method);sel;selectively logged old;nat;10;17;p;33;02.aug;2;31;02.aug;2;0.408163265
1760;111;AS;a;Isoptera;;;;ric;species richness (by another sampling method);sel;selectively logged young;nat;5;3;p;33;02.aug;2;28.mai;0.7;2;1.259989605
1761;112;AS;a;Hymenoptera - Social Bees;h;;;abu;Abundance per bait 1998;sel;"logged (slight to heavy) forests (2 transects per replicate; 3 replicates per site; 3 sites)";dis;109;NA;p;49.26;14.36924134;6;nov.93;6.168088795;12;3.733480038
1762;112;AS;a;Hymenoptera - Social Bees;h;;;abu;Abundance per bait 1999;sel;"logged (slight to heavy) forests (3 replicates per site; 3 sites)";dis;109;NA;p;15.27;6.972431427;3;16.93;8.67623617;6;-0.179387375
1763;112;AS;a;Hymenoptera - Social Bees;h;;;ric;Species incidence per bait 1998;sel;"logged (slight to heavy) forests (2 transects per replicate; 3 replicates per site; 3 sites)";dis;109;NA;p;mai.22;0.972887454;6;feb.43;0.776790784;12;3.152062312
1764;112;AS;a;Hymenoptera - Social Bees;h;;;ric;Species incidence per bait 1999;sel;"logged (slight to heavy) forests (3 replicates per site; 3 sites)";dis;109;NA;p;feb.41;0.560029761;3;feb.98;0.633825831;6;-0.825664058
1765;112;AS;a;Hymenoptera - Social Bees;h;;;ric;Species richness per site 1998;sel;"logged (slight to heavy) forests (2 transects per replicate; 3 replicates per site; 3 sites)";dis;109;NA;p;12.mai;1.378404876;6;aug.17;2.191785018;12;2.089124211
1766;112;AS;a;Hymenoptera - Social Bees;h;;;ric;Species richness per site 1999;sel;"logged (slight to heavy) forests (3 replicates per site; 3 sites)";dis;109;NA;p;juli.33;0.577350269;3;8;1.825741857;6;-0.378468951
1767;113;AS;m;Civets;;s;;abu;total civet density/sq km;sel;logged ;nat;9;2;p;31.mai;72.128;4;06.apr;32.1666993;6;0.444819308
1768;114;AS;p;trees;;;;abu;Mean density (stems/ha);shd;Redeemed coffee plots (shaded);agr;NA;NA;p;1361;599;7;377;112;7;2.137844557
1769;114;AS;p;trees;;;;abu;Mean density (stems/ha);shd;Unredeemed coffee plots (shaded);agr;NA;NA;p;1361;599;7;273;96;7;2.374459527
1770;114;AS;p;trees;;;;ric;Mean rarefied species richness (n = 200 individuals);shd;Unredeemed coffee plots (shaded);agr;NA;NA;p;39.15;46.67105313;7;34.66;34.27729569;7;0.102657716
1771;114;AS;p;trees;;;;ric;Mean rarefied species richness (n = 200 individuals);shd;Redeemed coffee plots (shaded);agr;NA;NA;p;39.15;46.67105313;7;25.93;21.93539497;7;0.339401396
1772;115;AS;p;;;;;for;Mean basal area (m^2/ha);agf;Cacao agroforest (shade provided by natural shade trees);nat;NA;0;p;56.7;18.feb;4;20.mai;08.apr;4;2.220857851
1773;115;AS;p;;;;;for;Mean canopy cover (%);agf;Cacao agroforest (shade provided by natural shade trees);nat;NA;0;p;90.3;0.4;4;78.7;0.4;4;25.2173913
1774;115;AS;p;liverworts;;;;for;Mean cover (%, /.6 m^2);agf;Cacao agroforest (shade provided by natural shade trees);nat;NA;0;p;24.38;jan.67;4;22.22;01.mai;4;1.183322272
1775;115;AS;p;mosses;;;;for;Mean cover (%, /.6 m^2);agf;Cacao agroforest (shade provided by natural shade trees);nat;NA;0;p;14.98;feb.25;4;12.apr;jan.91;4;1.075010801
1776;115;AS;p;trees >10 cm dbh;;;;for;Mean stem density (/.25 ha);agf;Cacao agroforest (shade provided by natural shade trees);nat;NA;0;p;140.5;17.mars;4;77.5;21.jan;4;2.83939201
1777;115;AS;p;liverworts;;;;ric;Mean estimated species richness (/.25 ha, estimated, ICE estimator);agf;Cacao agroforest (shade provided by natural shade trees);nat;NA;0;p;75.7;06.mars;4;81.73;juli.35;4;-0.779991971
1778;115;AS;p;mosses;;;;ric;Mean estimated species richness (/.25 ha, estimated, ICE estimator);agf;Cacao agroforest (shade provided by natural shade trees);nat;NA;0;p;41.33;juni.56;4;36.87;02.sep;4;0.796627065
1779;115;AS;p;liverworts;;;;ric;Mean observed species richness (/.25 ha);agf;Cacao agroforest (shade provided by natural shade trees);nat;NA;0;p;51.01;mars.91;4;57.96;feb.39;4;-1.865049001
1780;115;AS;p;mosses;;;;ric;Mean observed species richness (/.25 ha);agf;Cacao agroforest (shade provided by natural shade trees);nat;NA;0;p;28.22;jan.52;4;26.juli;jan.52;4;0.869565217
1781;115;AS;p;trees;;;;ric;Mean species richness (/.25 ha);agf;Cacao agroforest (shade provided by natural shade trees);nat;NA;0;p;55.8;05.mai;4;20.aug;07.aug;4;4.509722831
1782;115;AS;p;liverworts;;;;ric;Mean species richness (/.6 m^2);agf;Cacao agroforest (shade provided by natural shade trees);nat;NA;0;p;apr.58;0.21;4;04.feb;0.25;4;2.109242833
1783;115;AS;p;mosses;;;;ric;Mean species richness (/.6 m^2);agf;Cacao agroforest (shade provided by natural shade trees);nat;NA;0;p;feb.77;0.19;4;jan.82;0.19;4;4.347826087
1784;115;AS;p;;;;;for;Mean basal area (m^2/ha);sel;Selectively logged forest (small to medium sized gaps, rattan removal);nat;NA;1;p;56.7;18.feb;4;33.7;09.mars;4;1.383875946
1785;115;AS;p;;;;;for;Mean canopy cover (%);sel;Selectively logged forest (small to medium sized gaps, rattan removal);nat;NA;1;p;90.3;0.4;4;81.9;0.3;4;20.65981552
1786;115;AS;p;liverworts;;;;for;Mean cover (%, /.6 m^2);sel;Selectively logged forest (small to medium sized gaps, rattan removal);nat;NA;1;p;24.38;jan.67;4;18.97;jan.34;4;3.107194461
1787;115;AS;p;mosses;;;;for;Mean cover (%, /.6 m^2);sel;Selectively logged forest (small to medium sized gaps, rattan removal);nat;NA;1;p;14.98;feb.25;4;des.65;02.mai;4;0.85191013
1788;115;AS;p;trees >10 cm dbh;;;;for;Mean stem density (/.25 ha);sel;Selectively logged forest (small to medium sized gaps, rattan removal);nat;NA;1;p;140.5;17.mars;4;129;10.mars;4;0.702398926
1789;115;AS;p;liverworts;;;;ric;Mean estimated species richness (/.25 ha, estimated, ICE estimator);sel;Selectively logged forest (small to medium sized gaps, rattan removal);nat;NA;1;p;75.7;06.mars;4;68.62;apr.19;4;1.185734771
1790;115;AS;p;mosses;;;;ric;Mean estimated species richness (/.25 ha, estimated, ICE estimator);sel;Selectively logged forest (small to medium sized gaps, rattan removal);nat;NA;1;p;41.33;juni.56;4;33.98;04.feb;4;1.160391702
1791;115;AS;p;liverworts;;;;ric;Mean observed species richness (/.25 ha);sel;Selectively logged forest (small to medium sized gaps, rattan removal);nat;NA;1;p;51.01;mars.91;4;50.58;apr.99;4;0.083413498
1792;115;AS;p;mosses;;;;ric;Mean observed species richness (/.25 ha);sel;Selectively logged forest (small to medium sized gaps, rattan removal);nat;NA;1;p;28.22;jan.52;4;25.18;feb.61;4;1.23775248
1793;115;AS;p;trees;;;;ric;Mean species richness (/.25 ha);sel;Selectively logged forest (small to medium sized gaps, rattan removal);nat;NA;1;p;55.8;05.mai;4;48.3;4;4;1.356196291
1794;115;AS;p;liverworts;;;;ric;Mean species richness (/.6 m^2);sel;Selectively logged forest (small to medium sized gaps, rattan removal);nat;NA;1;p;apr.58;0.21;4;mars.64;0.25;4;3.540514756
1795;115;AS;p;mosses;;;;ric;Mean species richness (/.6 m^2);sel;Selectively logged forest (small to medium sized gaps, rattan removal);nat;NA;1;p;feb.77;0.19;4;02.juni;0.17;4;3.424670777
1796;116;AS;m;rodent;;s;;abu;Mean biomass (kg/ha);sel;Selectively logged forests;pla;01.mai;14;p;0.25;0.014142136;2;0.23;0.056568542;2;0.277183573
1797;116;AS;m;treeshrew;;s;;abu;Mean biomass (kg/ha);sel;Selectively logged forests;pla;01.mai;14;p;0.07;0.042426407;2;0.16;0.070710678;2;-0.881992724
1798;116;AS;m;rodent;;s;;abu;Mean biomass (kg/ha);sel;Selectively logged forests;pla;01.mai;14;p;0.02;0.014142136;2;0.04;0;2;-1.142857112
1799;116;AS;m;rodent;;s;;abu;Mean biomass (kg/ha);sel;Selectively logged forests;pla;01.mai;14;p;0.015;0.021213203;2;0.025;0.021213203;2;-0.269374017
1800;116;AS;m;treeshrew;;s;;abu;Mean biomass (kg/ha);sel;Selectively logged forests;pla;01.mai;14;p;0.105;0.091923882;2;0.08;0.113137085;2;0.138591785
1801;116;AS;m;rodent;;s;;abu;Mean biomass (kg/ha);sel;Selectively logged forests;pla;01.mai;14;p;0.02;0.028284271;2;0.16;0.22627417;2;-0.496138938
1802;116;AS;m;;;u;;abu;Mean biomass (kg/ha);sel;Selectively logged forests;pla;01.mai;14;p;0;0;2;0.07;0.098994949;2;-0.571428574
1803;116;AS;m;treeshrew;;s;;abu;Mean biomass (kg/ha);sel;Selectively logged forests;pla;01.mai;14;p;0.02;0.028284271;2;0.005;0.007071068;2;0.41577536
1804;116;AS;m;rodent;;s;;abu;Mean biomass (kg/ha);sel;Selectively logged forests;pla;01.mai;14;p;0;0;2;0.045;0.007071068;2;-5.142857006
1805;116;AS;m;rodent;;s;;abu;Mean biomass (kg/ha);sel;Selectively logged forests;pla;01.mai;14;p;0;0;2;0.025;0.035355339;2;-0.571428572
1806;116;AS;m;small mammals;;s;;abu;Mean biomass (kg/ha);sel;Selectively logged forests;pla;01.mai;14;p;0.52;0.056568542;2;0.82;0.296984848;2;-0.801909034
1807;116;AS;m;rodent;;s;;abu;Mean population density (N/ha);sel;Selectively logged forests;pla;01.mai;14;p;02.mars;0.282842712;2;01.aug;0.424264069;2;0.792428852
1808;116;AS;m;treeshrew;;s;;abu;Mean population density (N/ha);sel;Selectively logged forests;pla;01.mai;14;p;0.4;0.282842712;2;0.95;0.494974747;2;-0.779646903
1809;116;AS;m;rodent;;s;;abu;Mean population density (N/ha);sel;Selectively logged forests;pla;01.mai;14;p;0.4;0.282842712;2;0.7;0.141421356;2;-0.766651879
1810;116;AS;m;rodent;;s;;abu;Mean population density (N/ha);sel;Selectively logged forests;pla;01.mai;14;p;0.5;0.707106781;2;0.6;0.282842712;2;-0.106111622
1811;116;AS;m;treeshrew;;s;;abu;Mean population density (N/ha);sel;Selectively logged forests;pla;01.mai;14;p;0.7;0.424264069;2;0.4;0.565685425;2;0.342857143
1812;116;AS;m;rodent;;s;;abu;Mean population density (N/ha);sel;Selectively logged forests;pla;01.mai;14;p;0.1;0.141421356;2;0.5;0.707106781;2;-0.448265452
1813;116;AS;m;;;u;;abu;Mean population density (N/ha);sel;Selectively logged forests;pla;01.mai;14;p;0;0;2;0.1;0.141421356;2;-0.571428572
1814;116;AS;m;treeshrew;;s;;abu;Mean population density (N/ha);sel;Selectively logged forests;pla;01.mai;14;p;0.1;0.141421356;2;0.2;0.282842712;2;-0.255550626
1815;116;AS;m;rodent;;s;;abu;Mean population density (N/ha);sel;Selectively logged forests;pla;01.mai;14;p;0;0;2;0.1;0.141421356;2;-0.571428572
1816;116;AS;m;small mammals;;s;;abu;Mean population density (N/ha);sel;Selectively logged forests;pla;01.mai;14;p;04.juni;0.424264069;2;mai.55;1.202081528;2;-0.602245927
1817;116;AS;m;small mammals;;s;;ric;Mean species richness (observed);sel;Selectively logged forests;pla;01.mai;14;p;6;0;2;07.mai;2.121320344;2;-0.571428571
1818;117;AS;a;ants;h;;;ric;Mean estimated species richness;shd;Cacao plantations with diverse natural shade;nat;0.9;NA;p;24.jan;10.aug;4;26;mai.22;4;-0.205835585
1819;117;AS;a;ants;h;;;ric;Mean estimated species richness;shd;Cacao plantations with diverse planted shade;nat;1;NA;p;24.jan;10.aug;4;18.juni;juni.96;4;0.552159745
1820;117;AS;a;ants;h;;;ric;Mean estimated species richness;shd;Cacao plantations with simple planted shade;nat;01.juni;NA;p;24.jan;10.aug;4;21.juli;juni.96;4;0.240942434
1821;117;AS;a;ants;h;;;ric;Mean observed species richness;shd;Cacao plantations with diverse natural shade;nat;0.9;NA;p;15.aug;juni.18;4;16;mars.16;4;-0.035434211
1822;117;AS;a;ants;h;;;ric;Mean observed species richness;shd;Cacao plantations with diverse planted shade;nat;1;NA;p;15.aug;juni.18;4;11.mai;04.feb;4;0.707689032
1823;117;AS;a;ants;h;;;ric;Mean observed species richness;shd;Cacao plantations with simple planted shade;nat;01.juni;NA;p;15.aug;juni.18;4;14;apr.96;4;0.279338366
1824;117;AS;p;trees;;;;abu;Mean density;shd;Cacao plantations with diverse natural shade;nat;0.9;NA;p;139.5;22.48;4;78.8;20.76;4;2.439449563
1825;117;AS;p;trees;;;;abu;Mean density;shd;Cacao plantations with diverse planted shade;nat;1;NA;p;139.5;22.48;4;70;22.juni;4;2.713610052
1826;117;AS;p;trees;;;;abu;Mean density;shd;Cacao plantations with simple planted shade;nat;01.juni;NA;p;139.5;22.48;4;84.5;51.04;4;1.212744996
1827;118;CA;p;;;;;ric;Mean rarefied species richness (n = 63);sec;Secondary forests;nat;NA;NA;p;366.86;58.1728;4;462.99;75.852;4;-1.236687625
1828;118;CA;p;;;;;ric;Mean species richness per sample;sec;Secondary forests;nat;NA;NA;p;38.24;02.juni;4;43.3;03.feb;4;-1.702156317
1829;119;AF;b;;;;;abu;Mean number of individuals (log);pla;Mixed indigenous plantations;nat;NA;NA;p;jan.56;0.02;3;jan.59;0.03;3;-0.941357449
1830;119;AF;b;;;;;abu;Mean number of individuals (log);pla;Indigenous monoculture plantations (M. eminii);nat;NA;NA;p;jan.56;0.02;3;01.juni;0.03;3;-1.255143265
1831;119;AF;b;;;;;abu;Mean number of individuals (log);pla;Exotic monoculture plantations (B. javanica);nat;NA;NA;p;jan.56;0.02;3;jan.41;0.03;3;4.706787243
1832;119;AF;b;forest specialists;;;f;com;Mean number of individuals (log);pla;Mixed indigenous plantations;nat;NA;NA;p;jan.33;0.04;3;jan.36;0.04;3;-0.6
1833;119;AF;b;forest specialists;;;f;com;Mean number of individuals (log);pla;Indigenous monoculture plantations (M. eminii);nat;NA;NA;p;jan.33;0.04;3;jan.27;0.04;3;01.feb
1834;119;AF;b;forest specialists;;;f;com;Mean number of individuals (log);pla;Exotic monoculture plantations (B. javanica);nat;NA;NA;p;jan.33;0.04;3;0.88;0.04;3;9
1835;119;AF;b;forest generalists;;;g;com;Mean number of individuals (log);pla;Mixed indigenous plantations;nat;NA;NA;d;01.juli;0.04;3;jan.13;0.03;3;1.35764502
1836;119;AF;b;forest generalists;;;g;com;Mean number of individuals (log);pla;Indigenous monoculture plantations (M. eminii);nat;NA;NA;d;01.juli;0.04;3;jan.21;0.04;3;02.aug
1837;119;AF;b;forest generalists;;;g;com;Mean number of individuals (log);pla;Exotic monoculture plantations (B. javanica);nat;NA;NA;d;01.juli;0.04;3;0.98;0.04;3;-1.8
1838;119;AF;b;forest visitors;;;f;com;Mean number of individuals (log);pla;Mixed indigenous plantations;nat;NA;NA;d;0.17;0.04;3;0.26;0.04;3;01.aug
1839;119;AF;b;forest visitors;;;f;com;Mean number of individuals (log);pla;Indigenous monoculture plantations (M. eminii);nat;NA;NA;d;0.17;0.04;3;0.6;0.03;3;9.729789309
1840;119;AF;b;forest visitors;;;f;com;Mean number of individuals (log);pla;Exotic monoculture plantations (B. javanica);nat;NA;NA;d;0.17;0.04;3;0.91;0.03;3;16.74428858
1841;119;AF;b;;;;;ric;Mean relative number of bird species;pla;Mixed indigenous plantations;nat;NA;NA;p;24.84;0.98;3;25.82;jan.29;3;-0.684396488
1842;119;AF;b;;;;;ric;Mean relative number of bird species;pla;Indigenous monoculture plantations (M. eminii);nat;NA;NA;p;24.84;0.98;3;25.91;jan.37;3;-0.71868095
1843;119;AF;b;;;;;ric;Mean relative number of bird species;pla;Exotic monoculture plantations (B. javanica);nat;NA;NA;p;24.84;0.98;3;20.83;jan.47;3;2.567920659
1844;119;AF;b;forest specialists;;;f;ric;Mean relative number of bird species;pla;Mixed indigenous plantations;nat;NA;NA;p;okt.73;0.4;3;sep.93;0.57;3;1.299777096
1845;119;AF;b;forest specialists;;;f;ric;Mean relative number of bird species;pla;Indigenous monoculture plantations (M. eminii);nat;NA;NA;p;okt.73;0.4;3;09.des;0.41;3;3.180004581
1846;119;AF;b;forest specialists;;;f;ric;Mean relative number of bird species;pla;Exotic monoculture plantations (B. javanica);nat;NA;NA;p;okt.73;0.4;3;okt.55;0.62;3;0.276005942
1847;119;AF;b;forest generalists;;;g;ric;Mean relative number of bird species;pla;Mixed indigenous plantations;nat;NA;NA;d;sep.44;0.57;3;10.jan;0.72;3;0.702245218
1848;119;AF;b;forest generalists;;;g;ric;Mean relative number of bird species;pla;Indigenous monoculture plantations (M. eminii);nat;NA;NA;d;sep.44;0.57;3;okt.73;0.98;3;1.287337562
1849;119;AF;b;forest generalists;;;g;ric;Mean relative number of bird species;pla;Exotic monoculture plantations (B. javanica);nat;NA;NA;d;sep.44;0.57;3;aug.23;0.63;3;-1.61132044
1850;119;AF;b;forest visitors;;;f;ric;Mean relative number of bird species;pla;Mixed indigenous plantations;nat;NA;NA;d;02.sep;0.94;3;jan.87;0.53;3;-0.230652369
1851;119;AF;b;forest visitors;;;f;ric;Mean relative number of bird species;pla;Indigenous monoculture plantations (M. eminii);nat;NA;NA;d;02.sep;0.94;3;feb.98;0.31;3;1.017298578
1852;119;AF;b;forest visitors;;;f;ric;Mean relative number of bird species;pla;Exotic monoculture plantations (B. javanica);nat;NA;NA;d;02.sep;0.94;3;mars.61;0.66;3;1.49724631
1853;119;AF;b;;;;;ric;Mean species richness;pla;Mixed indigenous plantations;nat;NA;NA;p;24.79;0.8;3;25.73;0.75;3;-0.969818124
1854;119;AF;b;;;;;ric;Mean species richness;pla;Indigenous monoculture plantations (M. eminii);nat;NA;NA;p;24.79;0.8;3;25.77;0.89;3;-0.926497791
1855;119;AF;b;;;;;ric;Mean species richness;pla;Exotic monoculture plantations (B. javanica);nat;NA;NA;p;24.79;0.8;3;21.jan;0.84;3;3.686708459
